name,id,t_id,begin_fy,govt_type
East Zion Special Service District,0014100000rD1COAA0,1417,2018-01-01,Local_and_Special_Service_District
Eastland Special Service District,0014100000rD1CPAA0,1552,2018-01-01,Local_and_Special_Service_District
Echo Creek Ranches Special Service District,0014100000rD1CQAA0,1441,2018-01-01,Local_and_Special_Service_District
Eden Cemetery Maintenance District,0014100000rD1CRAA0,1482,2018-01-01,Local_and_Special_Service_District
Elk Meadows Special Service District,0014100000rD1CTAA0,1554,2018-01-01,Local_and_Special_Service_District
Elwood Drainage District,0014100000rD1CUAA0,1483,2018-01-01,Local_and_Special_Service_District
Emery County Fire Protection Spec Serv Dist,0014100000rD1CVAA0,775,2018-01-01,Local_and_Special_Service_District
Emery County Recreation Special Service District,0014100000rD1CWAA0,1399,2018-01-01,Local_and_Special_Service_District
Emery County Special Service District 1,0014100000rD1CXAA0,777,2018-01-01,Local_and_Special_Service_District
Emery Water Conservancy District,0014100000rD1CYAA0,779,2018-01-01,Local_and_Special_Service_District
Emigration Improvement District,0014100000rD1CZAA0,1069,2018-01-01,Local_and_Special_Service_District
Escalante Cemetery Maintenance District,0014100000rD1CaAAK,1484,2018-01-01,Local_and_Special_Service_District
Fielding Cemetery Maintenance District,0014100000rD1CbAAK,1485,2018-01-01,Local_and_Special_Service_District
Flaming Gorge Roads and Transportation SSD,0014100000rD1CcAAK,781,2018-01-01,Local_and_Special_Service_District
Fruitland Special Service District,0014100000rD1CdAAK,1372,2018-01-01,Local_and_Special_Service_District
Garden City Cemetery Maintenance District,0014100000rD1CeAAK,1366,2018-01-01,Local_and_Special_Service_District
Garden City Fire Protection District,0014100000rD1CfAAK,1386,2018-01-01,Local_and_Special_Service_District
Grand County Service Area/Castle Valley Fire Protection District,0014100000rD1CkAAK,1488,2018-01-01,Local_and_Special_Service_District
Grand County Recreation Special Service District,0014100000rD1ClAAK,783,2018-01-01,Local_and_Special_Service_District
Grand County Special Service Water District,0014100000rD1CmAAK,1397,2018-01-01,Local_and_Special_Service_District
Grand County Transportation Special Service District,0014100000rD1CnAAK,1163,2018-01-01,Local_and_Special_Service_District
Granger-Hunter Improvement District,0014100000rD1CoAAK,705,2018-01-01,Local_and_Special_Service_District
Green Hills Est. Water and Sewer Imp. District,0014100000rD1CqAAK,1489,2018-01-01,Local_and_Special_Service_District
Grouse Creek Cemetery Maintenance District,0014100000rD1CrAAK,1490,2018-01-01,Local_and_Special_Service_District
Grouse Creek Special Service District,0014100000rD1CsAAK,1584,2018-01-01,Local_and_Special_Service_District
Gunlock Special Service District,0014100000rD1CtAAK,1557,2018-01-01,Local_and_Special_Service_District
Gunnison Valley Hospital Special Service District,0014100000rD1CuAAK,967,2017-07-01,Local_and_Special_Service_District
Hanksville Special Service District,0014100000rD1CvAAK,1353,2017-07-01,Local_and_Special_Service_District
Hanna Water and Sewer District,0014100000rD1CwAAK,1373,2018-01-01,Local_and_Special_Service_District
Hansel Valley Watershed District,0014100000rD1CxAAK,1491,2018-01-01,Local_and_Special_Service_District
Heber Valley Special Service District,0014100000rD1CyAAK,785,2018-01-01,Local_and_Special_Service_District
Henrieville Cemetery Maintenance District,0014100000rD1CzAAK,1493,2018-01-01,Local_and_Special_Service_District
Hideout Local District No. 1,0014100000rD1D0AAK,1494,2017-07-01,Local_and_Special_Service_District
Highland Conservation District,0014100000rD1D2AAK,1495,2018-01-01,Local_and_Special_Service_District
Hinckley-Deseret Cemetery Maint. District,0014100000rD1D3AAK,1496,2018-01-01,Local_and_Special_Service_District
Hooper Water Improvement District,0014100000rD1D5AAK,719,2018-01-01,Local_and_Special_Service_District
Hoytsville Cemetery Maintenance District,0014100000rD1D6AAK,1497,2018-01-01,Local_and_Special_Service_District
Hurricane Valley Fire Special Service District,0014100000rD1D7AAK,1181,2018-01-01,Local_and_Special_Service_District
Hyde Park Cemetery Maintenance District,0014100000rD1D8AAK,1498,2018-01-01,Local_and_Special_Service_District
Indian Ridge Water Conservancy District,0014100000rD1DAAA0,1499,2017-07-01,Local_and_Special_Service_District
Iowa String Drainage District,0014100000rD1DBAA0,1500,2018-01-01,Local_and_Special_Service_District
Iron County Special Service District 3,0014100000rD1DCAA0,1448,2018-01-01,Local_and_Special_Service_District
Jensen Water Improvement District,0014100000rD1DDAA0,1071,2018-01-01,Local_and_Special_Service_District
Johnson Water Improvement District,0014100000rD1DEAA0,709,2018-01-01,Local_and_Special_Service_District
Jordanelle Special Service District,0014100000rD1DOAA0,787,2018-01-01,Local_and_Special_Service_District
Juab County Spec Serv Fire Protection District,0014100000rD1DPAA0,1073,2018-01-01,Local_and_Special_Service_District
Juab County Special Service District 2,0014100000rD1DRAA0,1075,2018-01-01,Local_and_Special_Service_District
Kane County Human Resource SSD (Hospital),0014100000rD1DSAA0,969,2018-01-01,Local_and_Special_Service_District
Kane County Recreation and Transportation SSD,0014100000rD1DTAA0,1558,2018-01-01,Local_and_Special_Service_District
Kane County Water Conservancy District,0014100000rD1DUAA0,293,2017-07-01,Local_and_Special_Service_District
Kearns Improvement District,0014100000rD1DVAA0,737,2018-01-01,Local_and_Special_Service_District
Lake Point Cemetery and Parks Service Area,0014100000rD1DXAA0,1392,2018-01-01,Local_and_Special_Service_District
Lake Point Improvement District,0014100000rD1DYAA0,1383,2018-01-01,Local_and_Special_Service_District
Lakeshore & Benjamin Drainage District,0014100000rD1DZAA0,1501,2018-01-01,Local_and_Special_Service_District
Laketown Cemetery Maintenance District,0014100000rD1DaAAK,1502,2018-01-01,Local_and_Special_Service_District
Laketown Fire District,0014100000rD1DbAAK,1433,2018-01-01,Local_and_Special_Service_District
Lehi Metropolitan Water District,0014100000rD1DdAAK,1370,2017-07-01,Local_and_Special_Service_District
Liberty Cemetery Maintenance District,0014100000rD1DeAAK,1503,2018-01-01,Local_and_Special_Service_District
Little Mountain Service Area,0014100000rD1DfAAK,1382,2018-01-01,Local_and_Special_Service_District
Long Valley Sewer Improvement District,0014100000rD1DgAAK,1504,2018-01-01,Local_and_Special_Service_District
Maeser Water Improvement District,0014100000rD1DiAAK,667,2018-01-01,Local_and_Special_Service_District
Magna Mosquito Abatement District,0014100000rD1DjAAK,1195,2018-01-01,Local_and_Special_Service_District
Magna Water Company,0014100000rD1DkAAK,733,2018-01-01,Local_and_Special_Service_District
Mammoth Creek Fire District,0014100000rD1DlAAK,1418,2018-01-01,Local_and_Special_Service_District
Mapleton Irrigation District,0014100000rD1DmAAK,1408,2018-01-01,Local_and_Special_Service_District
Mexican Hat Special Service District,0014100000rD1DnAAK,1559,2018-01-01,Local_and_Special_Service_District
Midway Sanitation District,0014100000rD1DoAAK,663,2018-01-01,Local_and_Special_Service_District
Milford Area Health Care Service District 3,0014100000rD1DpAAK,1077,2018-01-01,Local_and_Special_Service_District
Millard County Drainage District 1,0014100000rD1DqAAK,1505,2018-01-01,Local_and_Special_Service_District
Millard County Drainage District 2,0014100000rD1DrAAK,1506,2018-01-01,Local_and_Special_Service_District
Millard County Drainage District 3,0014100000rD1DsAAK,1507,2018-01-01,Local_and_Special_Service_District
Millard County Drainage District 4,0014100000rD1DtAAK,1508,2018-01-01,Local_and_Special_Service_District
Millard County Fire District,0014100000rD1DuAAK,1079,2018-01-01,Local_and_Special_Service_District
Millard County Special Service District 8,0014100000rD1DvAAK,789,2018-01-01,Local_and_Special_Service_District
Millard County Water Conservancy District,0014100000rD1DwAAK,1509,2018-01-01,Local_and_Special_Service_District
Millville-Nibley Cemetery Maint. District,0014100000rD1DxAAK,1510,2018-01-01,Local_and_Special_Service_District
Moab Mosquito Abatement District,0014100000rD1DyAAK,1560,2018-01-01,Local_and_Special_Service_District
Moab Valley Fire Protection District,0014100000rD1DzAAK,1081,2018-01-01,Local_and_Special_Service_District
Monticello Cemetery Maintenance District,0014100000rD1E0AAK,1511,2018-01-01,Local_and_Special_Service_District
Mosquito Abatement District- Davis,0014100000rD1E1AAK,835,2018-01-01,Local_and_Special_Service_District
Mountain Green Fire Protection District,0014100000rD1E2AAK,1395,2018-01-01,Local_and_Special_Service_District
Mountain Green Sewer Improvement District,0014100000rD1E3AAK,1083,2018-01-01,Local_and_Special_Service_District
Mountain Regional Water Special Service District (Atkinson),0014100000rD1E4AAK,837,2018-01-01,Local_and_Special_Service_District
Mountain View Special Service District,0014100000rD1E5AAK,1561,2018-01-01,Local_and_Special_Service_District
Mt Olympus Improvement District,0014100000rD1E6AAK,749,2018-01-01,Local_and_Special_Service_District
Mutton Hollow Improvement District,0014100000rD1E7AAK,1420,2018-01-01,Local_and_Special_Service_District
Neola Community Park District,0014100000rD1E8AAK,1512,2018-01-01,Local_and_Special_Service_District
Neola Water and Sewer District,0014100000rD1E9AAK,1374,2018-01-01,Local_and_Special_Service_District
New Harmony Valley Special Service District,0014100000rD1EAAA0,1393,2018-01-01,Local_and_Special_Service_District
Newton Cemetery Maintenance District,0014100000rD1EBAA0,1367,2018-01-01,Local_and_Special_Service_District
North Central Fire Special Service District,0014100000rD1ECAA0,1562,2018-01-01,Local_and_Special_Service_District
North Davis Fire District,0014100000rD1EDAA0,791,2017-07-01,Local_and_Special_Service_District
North Davis Sewer District,0014100000rD1EEAA0,959,2018-01-01,Local_and_Special_Service_District
North Emery Water Users Special Service District,0014100000rD1EFAA0,1361,2018-01-01,Local_and_Special_Service_District
North Fork Special Service District,0014100000rD1EGAA0,1199,2018-01-01,Local_and_Special_Service_District
North Pointe Solid Waste Spec Serv District,0014100000rD1EHAA0,793,2018-01-01,Local_and_Special_Service_District
North Summit Fire Protection District,0014100000rD1EIAA0,1421,2018-01-01,Local_and_Special_Service_District
North Summit Recreation Special Service District,0014100000rD1EJAA0,1422,2018-01-01,Local_and_Special_Service_District
North Tooele City Special Service District,0014100000rD1EKAA0,1368,2017-07-01,Local_and_Special_Service_District
North Utah County Water Conservancy District,0014100000rD1ELAA0,741,2018-01-01,Local_and_Special_Service_District
North Utah Valley Animal Services Special Service District,0014100000rD1EMAA0,1035,2017-07-01,Local_and_Special_Service_District
North View Fire District,0014100000rD1ENAA0,743,2017-07-01,Local_and_Special_Service_District
North Village Special Service District,0014100000rD1EOAA0,795,2018-01-01,Local_and_Special_Service_District
Northwestern Special Service District,0014100000rD1EPAA0,1384,2018-01-01,Local_and_Special_Service_District
Ogden Valley Transmission/Recreation SSD,0014100000rD1EQAA0,1563,2018-01-01,Local_and_Special_Service_District
Oquirrh Recreation and Parks District,0014100000rD1ERAA0,651,2018-01-01,Local_and_Special_Service_District
Orem Metropolitan Water District,0014100000rD1ESAA0,797,2017-07-01,Local_and_Special_Service_District
Ouray Park Water Improvement District,0014100000rD1ETAA0,821,2018-01-01,Local_and_Special_Service_District
Panguitch Cemetery Maintenance District,0014100000rD1EUAA0,1513,2018-01-01,Local_and_Special_Service_District
Panguitch Lake Local Special Service District,0014100000rD1EVAA0,1564,2018-01-01,Local_and_Special_Service_District
Paradise Cemetery Maintenance District,0014100000rD1EWAA0,1514,2018-01-01,Local_and_Special_Service_District
Paunsaugunt Cliffs Special Service District,0014100000rD1EYAA0,1359,2018-01-01,Local_and_Special_Service_District
Penrose Cemetery Maintenance District,0014100000rD1EZAA0,1454,2018-01-01,Local_and_Special_Service_District
Peoa Recreation Special Service District,0014100000rD1EaAAK,1566,2018-01-01,Local_and_Special_Service_District
Pine Valley Local District,0014100000rD1EcAAK,1515,2018-01-01,Local_and_Special_Service_District
Pine Valley Special Service District,0014100000rD1EdAAK,1567,2018-01-01,Local_and_Special_Service_District
Pinon Forest Special Service District,0014100000rD1EeAAK,1423,2018-01-01,Local_and_Special_Service_District
Pioneer Special Service District,0014100000rD1EfAAK,1355,2017-07-01,Local_and_Special_Service_District
Piute County Special Service District 1,0014100000rD1EgAAK,1151,2018-01-01,Local_and_Special_Service_District
Plain City Cemetery Maintenance District,0014100000rD1EhAAK,1516,2018-01-01,Local_and_Special_Service_District
Pleasant Grove Metropolitan Water District,0014100000rD1EiAAK,1517,2017-07-01,Local_and_Special_Service_District
Plymouth Cemetery Maintenance District,0014100000rD1EjAAK,1424,2018-01-01,Local_and_Special_Service_District
Pole Canyon Basic Local District,0014100000rD1EkAAK,1425,2018-01-01,Local_and_Special_Service_District
Portage Cemetery Maintenance District,0014100000rD1ElAAK,1518,2018-01-01,Local_and_Special_Service_District
Powder Mountain Water and Sewer Improvement District,0014100000rD1EmAAK,1456,2018-01-01,Local_and_Special_Service_District
Price River Water Improvement District,0014100000rD1EnAAK,655,2018-01-01,Local_and_Special_Service_District
Provo Metropolitan Water District,0014100000rD1EoAAK,1585,2017-07-01,Local_and_Special_Service_District
Randolph Cemetery District,0014100000rD1EpAAK,1519,2018-01-01,Local_and_Special_Service_District
Randolph Fire District,0014100000rD1EqAAK,1520,2018-01-01,Local_and_Special_Service_District
Richmond Cemetery Maintenance District,0014100000rD1ErAAK,1521,2018-01-01,Local_and_Special_Service_District
Riverside Cemetery Maintenance District,0014100000rD1EsAAK,1446,2018-01-01,Local_and_Special_Service_District
Riverside Community Special Service District,0014100000rD1EtAAK,1568,2018-01-01,Local_and_Special_Service_District
Roy Water Conservancy District,0014100000rD1EvAAK,745,2018-01-01,Local_and_Special_Service_District
Metropolitan Water District of Salt Lake Sandy,0014100000rD1ExAAK,677,2017-07-01,Local_and_Special_Service_District
Salt Lake City Mosquito Abatement District,0014100000rD1EyAAK,747,2018-01-01,Local_and_Special_Service_District
Salt Lake County Service Area 3,0014100000rD1EzAAK,1085,2018-01-01,Local_and_Special_Service_District
Unified Fire Service Area,0014100000rD1F0AAK,673,2018-01-01,Local_and_Special_Service_District
Salt Lake Valley Law Enforcement Service Area,0014100000rD1F1AAK,665,2018-01-01,Local_and_Special_Service_District
San Juan County Water Conservancy District,0014100000rD1F3AAK,1087,2018-01-01,Local_and_Special_Service_District
San Juan Transportation District,0014100000rD1F4AAK,1135,2018-01-01,Local_and_Special_Service_District
Sandy Suburban Improvement District,0014100000rD1F5AAK,669,2018-01-01,Local_and_Special_Service_District
Sanpete County Fire Special Service District,0014100000rD1F6AAK,1569,2018-01-01,Local_and_Special_Service_District
Sanpete County Special Service District 1,0014100000rD1F7AAK,801,2018-01-01,Local_and_Special_Service_District
Sanpete County Water Conservancy District,0014100000rD1F8AAK,1426,2018-01-01,Local_and_Special_Service_District
Scofield Reservoir Special Service District,0014100000rD1F9AAK,1570,2018-01-01,Local_and_Special_Service_District
Sevier County Drainage District 1,0014100000rD1FBAA0,1523,2018-01-01,Local_and_Special_Service_District
Aurora Drainage District 4,0014100000rD1FCAA0,1458,2018-01-01,Local_and_Special_Service_District
Sevier County Special Service District 2,0014100000rD1FDAA0,1571,2018-01-01,Local_and_Special_Service_District
Sevier County Special Service District 1,0014100000rD1FEAA0,295,2018-01-01,Local_and_Special_Service_District
Skyline Mountain Special Service District,0014100000rD1FGAA0,1427,2018-01-01,Local_and_Special_Service_District
Snyderville Basin Spec. Rec. District,0014100000rD1FHAA0,725,2018-01-01,Local_and_Special_Service_District
Snyderville Basin Water Reclamation District,0014100000rD1FIAA0,681,2018-01-01,Local_and_Special_Service_District
South Salt Lake Valley Mosquito Abatement District,0014100000rD1FJAA0,685,2018-01-01,Local_and_Special_Service_District
Soldier Summit Special Service District,0014100000rD1FKAA0,1572,2018-01-01,Local_and_Special_Service_District
South Davis Water District,0014100000rD1FLAA0,713,2018-01-01,Local_and_Special_Service_District
South Davis Recreation District,0014100000rD1FMAA0,683,2018-01-01,Local_and_Special_Service_District
South Davis Sewer District,0014100000rD1FNAA0,715,2018-01-01,Local_and_Special_Service_District
South Ogden Conservation District,0014100000rD1FOAA0,753,2018-01-01,Local_and_Special_Service_District
South Rim Special Service District,0014100000rD1FPAA0,1573,2018-01-01,Local_and_Special_Service_District
South Summit Cemetery Maintenance District,0014100000rD1FRAA0,1428,2018-01-01,Local_and_Special_Service_District
South Summit Fire Protection District,0014100000rD1FSAA0,1524,2018-01-01,Local_and_Special_Service_District
South Utah Valley Animal Services Special Service District,0014100000rD1FTAA0,1429,2017-07-01,Local_and_Special_Service_District
South Weber Water Improvement District,0014100000rD1FUAA0,1430,2018-01-01,Local_and_Special_Service_District
Southwest Mosquito Abatement District,0014100000rD1FWAA0,1091,2018-01-01,Local_and_Special_Service_District
Southwestern Special Service District c/o Washington County,0014100000rD1FYAA0,1377,2018-01-01,Local_and_Special_Service_District
Spanish Valley Wtr and Sewer Improv. District,0014100000rD1FZAA0,1391,2018-01-01,Local_and_Special_Service_District
Springville Drainage District,0014100000rD1FaAAK,1449,2018-01-01,Local_and_Special_Service_District
Springville Irrigation District,0014100000rD1FbAAK,1450,2018-01-01,Local_and_Special_Service_District
Stansbury Park Improvement District,0014100000rD1FcAAK,717,2018-01-01,Local_and_Special_Service_District
Strawberry Lakeview Special Service District,0014100000rD1FdAAK,1443,2018-01-01,Local_and_Special_Service_District
Summit County Serv. Area 3 (Silver Creek),0014100000rD1FeAAK,1093,2018-01-01,Local_and_Special_Service_District
Summit County Service Area 5,0014100000rD1FgAAK,1595,2018-01-01,Local_and_Special_Service_District
Summit Mosquito Abatement District,0014100000rD1FkAAK,1095,2018-01-01,Local_and_Special_Service_District
Summit Special Service District,0014100000rD1FmAAK,1369,2017-11-01,Local_and_Special_Service_District
Tabby Valley Parks and Recreation SSD,0014100000rD1FnAAK,1575,2018-01-01,Local_and_Special_Service_District
Taylorsville-Bennion Improvement District,0014100000rD1FoAAK,723,2018-01-01,Local_and_Special_Service_District
Taylor-West Weber Water Improvement Dist,0014100000rD1FpAAK,1097,2018-01-01,Local_and_Special_Service_District
Teasdale Special Service District,0014100000rD1FqAAK,1576,2018-01-01,Local_and_Special_Service_District
Thompson Special Service District,0014100000rD1FsAAK,1578,2018-01-01,Local_and_Special_Service_District
Ticaboo Utility Improvement District,0014100000rD1FuAAK,1197,2018-01-01,Local_and_Special_Service_District
Timberlakes Water Special Service District,0014100000rD1FvAAK,803,2018-01-01,Local_and_Special_Service_District
Timberline Special Service District,0014100000rD1FwAAK,1193,2018-01-01,Local_and_Special_Service_District
Timpanogos Special Service District,0014100000rD1FxAAK,805,2018-01-01,Local_and_Special_Service_District
Tooele County Recreation Spec. Serv. District,0014100000rD1G0AAK,1579,2018-01-01,Local_and_Special_Service_District
Tooele Valley Mosquito Abatement District,0014100000rD1G1AAK,1099,2018-01-01,Local_and_Special_Service_District
Traverse Ridge Special Service District,0014100000rD1G2AAK,1434,2017-07-01,Local_and_Special_Service_District
Tremonton-Garland Area Drainage District,0014100000rD1G4AAK,1455,2018-01-01,Local_and_Special_Service_District
Tridell-Lapoint Water Improvement District,0014100000rD1G5AAK,1376,2018-01-01,Local_and_Special_Service_District
Tropic Cemetery Maintenance District,0014100000rD1G6AAK,1525,2018-01-01,Local_and_Special_Service_District
Twin Creeks Special Service District,0014100000rD1G7AAK,807,2018-01-01,Local_and_Special_Service_District
Twin Oaks Local District,0014100000rD1G8AAK,1453,2018-01-01,Local_and_Special_Service_District
Uintah Animal Control and Shelter Special Service District,0014100000rD1G9AAK,1101,2018-01-01,Local_and_Special_Service_District
Uintah Fire Suppression Special Service District,0014100000rD1GAAA0,809,2018-01-01,Local_and_Special_Service_District
Uintah Health Care Special Service District,0014100000rD1GBAA0,857,2018-01-01,Local_and_Special_Service_District
Uintah Highlands Water and Sewer Improvement District,0014100000rD1GCAA0,1111,2018-01-01,Local_and_Special_Service_District
Uintah Impact Mitigation Special Service District,0014100000rD1GDAA0,811,2018-01-01,Local_and_Special_Service_District
Uintah Mosquito Abatement District,0014100000rD1GEAA0,671,2018-01-01,Local_and_Special_Service_District
Uintah Recreation Special Service District,0014100000rD1GFAA0,675,2018-01-01,Local_and_Special_Service_District
Uintah Transportation Special Service District,0014100000rD1GGAA0,813,2018-01-01,Local_and_Special_Service_District
Uintah Water Conservancy District,0014100000rD1GHAA0,757,2018-01-01,Local_and_Special_Service_District
Upper Sevier River Water Conservancy District,0014100000rD1GIAA0,1526,2018-01-01,Local_and_Special_Service_District
Utah Valley Road Special Service District,0014100000rD1GLAA0,1581,2018-01-01,Local_and_Special_Service_District
Vernon Waterworks Special Service District,0014100000rD1GMAA0,1582,2017-07-01,Local_and_Special_Service_District
Wanship Cemetery Maintenance District,0014100000rD1GNAA0,1527,2018-01-01,Local_and_Special_Service_District
Warren-West Warren Cemetery Maint. District,0014100000rD1GOAA0,1528,2018-01-01,Local_and_Special_Service_District
West Warren-Warren Water Improv. District,0014100000rD1GPAA0,1534,2018-01-01,Local_and_Special_Service_District
Wasatch County Fire Protection S.S.D.,0014100000rD1GQAA0,815,2018-01-01,Local_and_Special_Service_District
Wasatch County Recreation SSD 21,0014100000rD1NGAA0,1628,2018-01-01,Local_and_Special_Service_District
Wasatch County Service Area 1,0014100000rD1NMAA0,817,2018-01-01,Local_and_Special_Service_District
Wasatch County Solid Waste SSD,0014100000rD1NNAA0,819,2018-01-01,Local_and_Special_Service_District
Wasatch County Special Service District 9 (Mineral Lease),0014100000rD1NPAA0,825,2018-01-01,Local_and_Special_Service_District
Wasatch Front Waste and Recycling District,0014100000rD1NQAA0,963,2018-01-01,Local_and_Special_Service_District
Wasatch Integrated Waste Management District,0014100000rD1NRAA0,827,2017-07-01,Local_and_Special_Service_District
Wasatch Mental Health Services Special Service District,0014100000rD1NSAA0,845,2017-07-01,Local_and_Special_Service_District
Washington County Solid Waste,0014100000rD1NTAA0,731,2018-01-01,Local_and_Special_Service_District
Washington County Water Conservancy District,0014100000rD1NUAA0,759,2018-01-01,Local_and_Special_Service_District
Washington County/St. George City Interlocal Agency,0014100000rD1NVAA0,951,2018-01-01,Local_and_Special_Service_District
Waste Management Service District 5,0014100000rD1NWAA0,1127,2018-01-01,Local_and_Special_Service_District
Wayne County Special Service District 1,0014100000rD1NYAA0,1103,2018-01-01,Local_and_Special_Service_District
Wayne County Water Conservancy District,0014100000rD1NZAA0,1529,2018-01-01,Local_and_Special_Service_District
Weber Area Dispatch 911 and Emergency Services District,0014100000rD1NaAAK,653,2018-01-01,Local_and_Special_Service_District
Weber County Mosquito Abatement District,0014100000rD1NbAAK,829,2018-01-01,Local_and_Special_Service_District
Ogden Valley Parks Service Area,0014100000rD1NcAAK,1530,2018-01-01,Local_and_Special_Service_District
Weber County Serv. Area 6 (W. Warren Park),0014100000rD1NdAAK,1531,2018-01-01,Local_and_Special_Service_District
Weber Fire District,0014100000rD1NeAAK,761,2018-01-01,Local_and_Special_Service_District
Weber-Box Elder Conservation District,0014100000rD1NfAAK,763,2018-01-01,Local_and_Special_Service_District
Wellsville-Mendon Conservation District,0014100000rD1NgAAK,1532,2018-01-01,Local_and_Special_Service_District
West Haven Special Service District,0014100000rD1NiAAK,831,2017-07-01,Local_and_Special_Service_District
West Millard Mosquito Abatement District,0014100000rD1NkAAK,1105,2018-01-01,Local_and_Special_Service_District
West Weber-Taylor Cemetery Maint. District,0014100000rD1NmAAK,1535,2018-01-01,Local_and_Special_Service_District
Western Kane County Spec. Serv. District 1,0014100000rD1NnAAK,751,2018-01-01,Local_and_Special_Service_District
White City Water Improvement District,0014100000rD1NoAAK,645,2018-01-01,Local_and_Special_Service_District
Willard Precinct Cemetery Maint. District,0014100000rD1NsAAK,1537,2018-01-01,Local_and_Special_Service_District
Wolf Creek Water and Sewer Improvement District,0014100000rD1NtAAK,861,2018-01-01,Local_and_Special_Service_District
Woodruff Cemetery Maintenance District,0014100000rD1NuAAK,1539,2018-01-01,Local_and_Special_Service_District
Woodruff Fire District,0014100000rD1NvAAK,1538,2018-01-01,Local_and_Special_Service_District
Goshen Valley Local District,0014100000rD1NwAAK,1487,2018-01-01,Local_and_Special_Service_District
Cache County Roads Special Service District,0014100000rD1O3AAK,1438,2018-01-01,Local_and_Special_Service_District
South Davis Metro Fire Service Area,0014100000rD1O8AAK,1378,2017-07-01,Local_and_Special_Service_District
Diamond Valley Fire Special Service District,0014100000rD1O9AAK,1587,2018-01-01,Local_and_Special_Service_District
Cache Water District,0014100000rD1OBAA0,1629,2018-01-01,Local_and_Special_Service_District
Central Utah Educational Services,0014100000rD1hyAAC,1175,2017-07-01,Interlocal
Northeastern Utah Educational Services,0014100000rD1isAAC,1173,2017-07-01,Interlocal
Southeast Educational Service Center,0014100000rD1jOAAS,1177,2017-07-01,Interlocal
Southwest Educational Development Center,0014100000rD1jQAAS,1179,2017-07-01,Interlocal
Alta Town,0014100000rD1pJAAS,357,2017-07-01,Town
Altamont Town,0014100000rD1pKAAS,1217,2017-07-01,Town
Alton Town,0014100000rD1pLAAS,1063,2017-07-01,Town
Amalga Town,0014100000rD1pMAAS,1219,2017-07-01,Town
Annabella Town,0014100000rD1pNAAS,1220,2017-07-01,Town
Antimony Town,0014100000rD1pOAAS,1221,2017-07-01,Town
Apple Valley,0014100000rD1pPAAS,1017,2017-07-01,Town
Bicknell Town,0014100000rD1pQAAS,1213,2017-07-01,Town
Big Water Town,0014100000rD1pRAAS,1225,2017-07-01,Town
Boulder Town,0014100000rD1pSAAS,449,2017-07-01,Town
Brian Head Town,0014100000rD1pTAAS,371,2017-07-01,Town
Bryce Canyon City,0014100000rD1pUAAS,375,2017-07-01,Town
Cannonville Town,0014100000rD1pVAAS,1227,2017-07-01,Town
Castle Valley Town,0014100000rD1pWAAS,1229,2017-07-01,Town
Cedar Fort Town,0014100000rD1pXAAS,1231,2017-07-01,Town
Central Valley,0014100000rD1pYAAS,1167,2017-07-01,Town
Charleston Town,0014100000rD1pZAAS,1233,2017-07-01,Town
Circleville Town,0014100000rD1paAAC,1235,2017-07-01,Town
Clarkston Town,0014100000rD1pbAAC,1237,2017-07-01,Town
Clawson Town,0014100000rD1pcAAC,1239,2017-07-01,Town
Cleveland Town,0014100000rD1pdAAC,1241,2017-07-01,Town
Corinne City,0014100000rD1peAAC,1157,2017-07-01,Town
Cornish Town,0014100000rD1pfAAC,1243,2017-07-01,Town
Daniel Town,0014100000rD1pgAAC,839,2017-07-01,Town
Deweyville Town,0014100000rD1phAAC,1245,2017-07-01,Town
Elmo Town,0014100000rD1piAAC,1247,2017-07-01,Town
Elsinore Town,0014100000rD1pjAAC,1029,2017-07-01,Town
Elwood Town,0014100000rD1pkAAC,403,2017-07-01,Town
Emery Town,0014100000rD1plAAC,1249,2017-07-01,Town
Fairfield Town,0014100000rD1pmAAC,1251,2017-07-01,Town
Fayette Town,0014100000rD1pnAAC,1253,2017-07-01,Town
Fielding Town,0014100000rD1poAAC,1255,2017-07-01,Town
Garden City,0014100000rD1ppAAC,427,2017-07-01,Town
Glendale Town,0014100000rD1pqAAC,1257,2017-07-01,Town
Glenwood Town,0014100000rD1prAAC,1023,2017-07-01,Town
Goshen Town,0014100000rD1psAAC,1037,2017-07-01,Town
Hanksville,0014100000rD1ptAAC,1259,2017-07-01,Town
Hatch Town,0014100000rD1puAAC,1261,2017-07-01,Town
Henefer Town,0014100000rD1pvAAC,1263,2017-07-01,Town
Henrieville Town,0014100000rD1pwAAC,1265,2017-07-01,Town
Hideout Town,0014100000rD1pxAAC,1027,2017-07-01,Town
Hinckley Town,0014100000rD1pyAAC,1049,2017-07-01,Town
Holden Town,0014100000rD1pzAAC,1267,2017-07-01,Town
Howell Town,0014100000rD1q0AAC,1271,2017-07-01,Town
Huntsville Town,0014100000rD1q1AAC,1115,2017-07-01,Town
Independence,0014100000rD1q2AAC,1273,2017-07-01,Town
Joseph Town,0014100000rD1q3AAC,1277,2017-07-01,Town
Junction Town,0014100000rD1q4AAC,1279,2017-07-01,Town
Kanarraville Town,0014100000rD1q5AAC,1281,2017-07-01,Town
Kanosh Town,0014100000rD1q6AAC,1283,2017-07-01,Town
Kingston,0014100000rD1q7AAC,1285,2017-07-01,Town
Koosharem Town,0014100000rD1q8AAC,1287,2017-07-01,Town
Laketown Town,0014100000rD1q9AAC,1289,2017-07-01,Town
